,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
5335,female,asian/pacific islander/asian-american,european/caucasian-american,mba,1.0,1,[0-1],[0-1],[0-1],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[7-10]
5345,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,mba,1.0,1,[0-1],[0-1],[0-1],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[0-0.33],[5-6],[0-3],[0-2],[9-10],[7-10]
5369,female,other,latino/hispanic american,psychology,0.0,1,[2-3],[6-10],[2-5],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
5374,female,other,european/caucasian-american,psychology,1.0,1,[0-1],[6-10],[2-5],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
5376,female,other,european/caucasian-american,psychology,0.0,1,[2-3],[6-10],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[9-10],[5-6]
5380,female,other,european/caucasian-american,psychology,0.0,1,[2-3],[6-10],[2-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[0-4]
5414,male,european/caucasian-american,asian/pacific islander/asian-american,law,0.0,1,[4-6],[0-1],[0-1],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0.33-1],[7-10],[0-3],[5-18],[6-8],[7-10]
5431,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,engineering,0.0,1,[2-3],[0-1],[0-1],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[5-6]
5435,male,asian/pacific islander/asian-american,other,engineering,0.0,1,[4-6],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
5447,male,latino/hispanic american,latino/hispanic american,mba finance,0.0,1,[0-1],[6-10],[2-5],[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[-1-0],[5-6],[0-3],[3-5],[6-8],[5-6]
5448,male,latino/hispanic american,european/caucasian-american,mba finance,0.0,1,[2-3],[6-10],[2-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
5454,male,latino/hispanic american,asian/pacific islander/asian-american,mba finance,0.0,1,[7-37],[6-10],[2-5],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-0.33],[5-6],[0-3],[3-5],[9-10],[7-10]
5455,male,latino/hispanic american,other,mba finance,0.0,1,[2-3],[6-10],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
5463,male,latino/hispanic american,other,mba finance,0.0,1,[2-3],[6-10],[2-5],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
5477,male,european/caucasian-american,european/caucasian-american,mba,0.0,1,[7-37],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[-1-0],[7-10],[0-3],[3-5],[6-8],[7-10]
5484,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,1,[4-6],[2-5],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0.33-1],[5-6],[0-3],[3-5],[9-10],[7-10]
5487,male,european/caucasian-american,latino/hispanic american,business,0.0,1,[0-1],[2-5],[6-10],[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
5488,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[2-3],[2-5],[6-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
5493,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[4-6],[2-5],[6-10],[0-15],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
5497,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[4-6],[2-5],[6-10],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[-1-0],[5-6],[0-3],[3-5],[6-8],[7-10]
5498,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[2-3],[2-5],[6-10],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0.33-1],[5-6],[0-3],[3-5],[9-10],[7-10]
5501,male,european/caucasian-american,asian/pacific islander/asian-american,business,1.0,1,[0-1],[2-5],[6-10],[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
5512,male,european/caucasian-american,european/caucasian-american,international affairs,0.0,1,[4-6],[6-10],[2-5],[21-100],[16-20],[0-15],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[5-6]
5524,male,other,asian/pacific islander/asian-american,intrernational affairs,0.0,1,[0-1],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0.33-1],[0-4],[0-3],[3-5],[6-8],[5-6]
5528,male,other,european/caucasian-american,intrernational affairs,0.0,1,[0-1],[0-1],[0-1],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[7-10]
5533,male,other,european/caucasian-american,intrernational affairs,0.0,1,[7-37],[0-1],[0-1],[0-15],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
5537,male,other,european/caucasian-american,intrernational affairs,0.0,1,[2-3],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[7-10]
5547,male,european/caucasian-american,latino/hispanic american,clinical psychology,0.0,1,[0-1],[0-1],[6-10],[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[0-3],[3-5],[6-8],[5-6]
5548,male,european/caucasian-american,european/caucasian-american,clinical psychology,0.0,1,[0-1],[0-1],[6-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[9-10],[7-10]
5554,male,european/caucasian-american,asian/pacific islander/asian-american,clinical psychology,0.0,1,[7-37],[0-1],[6-10],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[0-5],[5-6]
5555,male,european/caucasian-american,other,clinical psychology,0.0,1,[4-6],[0-1],[6-10],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
5557,male,european/caucasian-american,european/caucasian-american,clinical psychology,0.0,1,[2-3],[0-1],[6-10],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[0-5],[9-10],[6-8],[9-10],[6-8],[9-10],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[9-10],[7-10]
5563,male,european/caucasian-american,other,clinical psychology,0.0,1,[0-1],[0-1],[6-10],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[0-5],[5-6]
5584,male,european/caucasian-american,asian/pacific islander/asian-american,mba,0.0,1,[4-6],[2-5],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],[-1-0],[5-6],[0-3],[5-18],[6-8],[7-10]
5597,male,european/caucasian-american,european/caucasian-american,mba,0.0,1,[4-6],[2-5],[0-1],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[5-18],[6-8],[7-10]
5603,male,european/caucasian-american,other,mba,0.0,1,[2-3],[2-5],[0-1],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[5-18],[6-8],[7-10]
5617,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[4-6],[6-10],[6-10],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
5633,male,latino/hispanic american,european/caucasian-american,mba,0.0,1,[2-3],[2-5],[0-1],[0-15],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[-1-0],[7-10],[0-3],[3-5],[9-10],[7-10]
5634,male,latino/hispanic american,asian/pacific islander/asian-american,mba,0.0,1,[4-6],[2-5],[0-1],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
5660,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,business consulting,0.0,1,[2-3],[6-10],[6-10],[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[-1-0],[7-10],[0-3],[0-2],[9-10],[7-10]
5674,male,european/caucasian-american,asian/pacific islander/asian-american,mba,0.0,1,[7-37],[2-5],[2-5],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[-1-0],[5-6],[0-3],[5-18],[6-8],[5-6]
5683,male,european/caucasian-american,other,mba,0.0,1,[2-3],[2-5],[2-5],[16-20],[21-100],[0-15],[0-15],[0-15],[16-20],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[-1-0],[5-6],[0-3],[5-18],[6-8],[7-10]
5700,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,business,0.0,1,[2-3],[6-10],[6-10],[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[9-10],[7-10]
