,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,guess_prob_liked,met,match
608,male,28.0,23.0,"(4.0, 6.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(3.0, 10.0]",finance,"(-0.001, 10.0]","(18.92, 20.0]","(17.31, 20.0]","(18.0, 20.0]","(15.0, 53.0]","(5.0, 10.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(5.0, 6.0]","(4.0, 5.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(-0.001, 6.0]","(-0.001, 6.0]","(5.0, 6.0]","(5.0, 6.0]","(4.0, 5.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.831, -0.07]","(6.0, 7.0]","(5.0, 18.0]","(5.0, 6.0]",0.0,0
609,male,28.0,24.0,"(2.0, 4.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(3.0, 10.0]",finance,"(25.0, 35.0]","(-0.001, 15.0]","(17.31, 20.0]","(18.0, 20.0]","(5.0, 10.0]","(-0.001, 5.0]","(-0.001, 4.0]","(-0.001, 6.0]","(6.0, 7.0]","(-0.001, 5.0]","(5.0, 6.0]","(-0.001, 4.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(8.0, 10.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(5.0, 6.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.831, -0.07]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
610,male,28.0,27.0,"(-0.001, 1.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(4.0, 7.0]","(3.0, 10.0]",finance,"(35.0, 100.0]","(-0.001, 15.0]","(25.0, 50.0]","(-0.001, 15.0]","(-0.001, 5.0]","(-0.001, 5.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(-0.001, 5.0]","(8.0, 10.0]","(5.0, 6.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(8.0, 10.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.831, -0.07]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
611,male,28.0,30.0,"(1.0, 2.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(3.0, 10.0]",finance,"(25.0, 35.0]","(18.92, 20.0]","(25.0, 50.0]","(-0.001, 15.0]","(-0.001, 5.0]","(5.0, 10.0]","(5.0, 6.0]","(-0.001, 6.0]","(6.0, 7.0]","(-0.001, 5.0]","(6.0, 7.0]","(-0.001, 4.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(-0.001, 6.0]","(6.0, 7.0]","(-0.001, 5.0]","(6.0, 7.0]","(4.0, 5.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.831, -0.07]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
612,male,28.0,21.0,"(6.0, 32.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(4.0, 7.0]","(3.0, 10.0]",finance,"(25.0, 35.0]","(-0.001, 15.0]","(25.0, 50.0]","(-0.001, 15.0]","(11.066, 15.0]","(-0.001, 5.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(5.0, 6.0]","(4.0, 5.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.07, 0.13]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
613,male,28.0,25.0,"(2.0, 4.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(3.0, 10.0]",finance,"(18.0, 20.0]","(20.0, 47.0]","(20.0, 25.0]","(20.0, 50.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(7.0, 8.0]","(8.0, 9.0]","(6.0, 7.0]","(7.0, 8.0]","(7.0, 10.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(-0.001, 6.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(6.0, 7.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.07, 0.13]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,1
614,male,28.0,26.0,"(1.0, 2.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(3.0, 10.0]",finance,"(18.0, 20.0]","(20.0, 47.0]","(17.31, 20.0]","(-0.001, 15.0]","(11.066, 15.0]","(-0.001, 5.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(7.0, 8.0]","(-0.001, 4.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.07, 0.13]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
615,male,28.0,27.0,"(-0.001, 1.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(3.0, 10.0]",finance,"(-0.001, 10.0]","(-0.001, 15.0]","(25.0, 50.0]","(20.0, 50.0]","(5.0, 10.0]","(14.0, 17.09]","(5.0, 6.0]","(-0.001, 6.0]","(6.0, 7.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(-0.001, 6.0]","(5.0, 6.0]","(-0.001, 5.0]","(5.0, 6.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.07, 0.13]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
616,male,28.0,23.0,"(4.0, 6.0]",european/caucasian-american,black/african american,0,"(4.0, 7.0]","(3.0, 10.0]",finance,"(35.0, 100.0]","(-0.001, 15.0]","(17.31, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(5.0, 6.0]","(-0.001, 6.0]","(7.0, 8.0]","(-0.001, 5.0]","(7.0, 8.0]","(-0.001, 4.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(-0.001, 6.0]","(6.0, 7.0]","(8.0, 10.0]","(6.0, 7.0]","(6.0, 7.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.831, -0.07]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
617,male,28.0,24.0,"(2.0, 4.0]",european/caucasian-american,latino/hispanic american,0,"(4.0, 7.0]","(3.0, 10.0]",finance,"(18.0, 20.0]","(18.92, 20.0]","(17.31, 20.0]","(-0.001, 15.0]","(11.066, 15.0]","(5.0, 10.0]","(-0.001, 4.0]","(-0.001, 6.0]","(6.0, 7.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(20.0, 25.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(-0.001, 5.0]","(17.0, 30.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(4.0, 5.0]","(6.0, 7.0]","(-0.001, 6.0]","(-0.001, 5.0]","(5.0, 6.0]","(4.0, 5.0]","(8.0, 9.0]","(5.0, 7.0]","(0.999, 3.0]","(0.999, 7.0]","(7.0, 8.0]","(4.0, 6.0]","(5.0, 7.0]","(6.0, 14.0]","(5.0, 7.0]","(0.999, 7.0]","(6.0, 8.0]","(5.0, 7.0]","(1.999, 7.0]","(5.0, 7.0]","(0.999, 7.0]","(5.0, 7.0]","(2.0, 3.0]","(-0.831, -0.07]","(6.0, 7.0]","(5.0, 18.0]","(6.0, 7.0]",0.0,0
618,male,26.0,21.0,"(4.0, 6.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(10.0, 15.0]","(15.0, 18.92]","(17.31, 20.0]","(15.0, 18.0]","(15.0, 53.0]","(17.09, 30.0]","(5.0, 6.0]","(7.0, 8.0]","(7.0, 8.0]","(5.0, 6.0]","(7.0, 8.0]","(4.0, 5.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(9.0, 10.0]","(7.0, 8.0]","(8.0, 10.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(0.13, 0.31]","(6.0, 7.0]","(3.0, 5.0]","(5.0, 6.0]",0.0,0
619,male,26.0,27.0,"(-0.001, 1.0]",european/caucasian-american,black/african american,0,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(18.0, 20.0]","(18.92, 20.0]","(17.31, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(17.09, 30.0]","(7.0, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(4.0, 5.0]","(7.0, 8.0]","(-0.001, 6.0]","(-0.001, 5.0]","(5.0, 6.0]","(4.0, 5.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.831, -0.07]","(6.0, 7.0]","(3.0, 5.0]","(3.0, 5.0]",0.0,0
620,male,26.0,21.0,"(4.0, 6.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(-0.001, 10.0]","(18.92, 20.0]","(25.0, 50.0]","(-0.001, 15.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(-0.001, 6.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(5.0, 6.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(7.0, 8.0]","(8.0, 9.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.831, -0.07]","(6.0, 7.0]","(3.0, 5.0]","(5.0, 6.0]",0.0,0
622,male,26.0,25.0,"(-0.001, 1.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(18.0, 20.0]","(18.92, 20.0]","(-0.001, 17.31]","(-0.001, 15.0]","(11.066, 15.0]","(14.0, 17.09]","(6.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(5.0, 6.0]","(8.0, 10.0]","(5.0, 6.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(8.0, 10.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.831, -0.07]","(6.0, 7.0]","(3.0, 5.0]","(5.0, 6.0]",1.0,0
623,male,26.0,23.0,"(2.0, 4.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(18.0, 20.0]","(18.92, 20.0]","(17.31, 20.0]","(-0.001, 15.0]","(11.066, 15.0]","(5.0, 10.0]","(6.0, 7.0]","(-0.001, 6.0]","(-0.001, 6.0]","(5.0, 6.0]","(-0.001, 5.0]","(-0.001, 4.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(8.0, 10.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 10.0]","(6.0, 7.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(0.13, 0.31]","(6.0, 7.0]","(3.0, 5.0]","(6.0, 7.0]",0.0,0
624,male,26.0,22.0,"(2.0, 4.0]",european/caucasian-american,latino/hispanic american,0,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(15.0, 18.0]","(-0.001, 15.0]","(17.31, 20.0]","(18.0, 20.0]","(15.0, 53.0]","(5.0, 10.0]","(7.0, 8.0]","(6.0, 7.0]","(-0.001, 6.0]","(5.0, 6.0]","(-0.001, 5.0]","(-0.001, 4.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(8.0, 10.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(0.13, 0.31]","(6.0, 7.0]","(3.0, 5.0]","(6.0, 7.0]",0.0,1
627,male,26.0,23.0,"(2.0, 4.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(-0.001, 10.0]","(18.92, 20.0]","(17.31, 20.0]","(18.0, 20.0]","(15.0, 53.0]","(5.0, 10.0]","(7.0, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(-0.001, 5.0]","(4.0, 5.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 10.0]","(7.0, 8.0]","(5.0, 6.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.07, 0.13]","(6.0, 7.0]","(3.0, 5.0]","(3.0, 5.0]",0.0,0
628,male,26.0,24.0,"(1.0, 2.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(25.0, 35.0]","(-0.001, 15.0]","(17.31, 20.0]","(18.0, 20.0]","(5.0, 10.0]","(-0.001, 5.0]","(8.0, 10.0]","(-0.001, 6.0]","(6.0, 7.0]","(6.0, 7.0]","(5.0, 6.0]","(4.0, 5.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(8.0, 10.0]","(-0.001, 6.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.831, -0.07]","(6.0, 7.0]","(3.0, 5.0]","(3.0, 5.0]",0.0,0
630,male,26.0,30.0,"(2.0, 4.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(25.0, 35.0]","(18.92, 20.0]","(25.0, 50.0]","(-0.001, 15.0]","(-0.001, 5.0]","(5.0, 10.0]","(7.0, 8.0]","(6.0, 7.0]","(8.0, 9.0]","(-0.001, 5.0]","(5.0, 6.0]","(-0.001, 4.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.831, -0.07]","(6.0, 7.0]","(3.0, 5.0]","(3.0, 5.0]",0.0,0
632,male,26.0,25.0,"(-0.001, 1.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(18.0, 20.0]","(20.0, 47.0]","(20.0, 25.0]","(20.0, 50.0]","(5.0, 10.0]","(-0.001, 5.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 11.0]","(7.0, 8.0]","(7.0, 10.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(5.0, 6.0]","(8.0, 10.0]","(7.0, 10.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(-0.07, 0.13]","(6.0, 7.0]","(3.0, 5.0]","(3.0, 5.0]",0.0,1
633,male,26.0,26.0,"(-0.001, 1.0]",european/caucasian-american,european/caucasian-american,1,"(1.0, 2.0]","(0.999, 3.0]",finanace,"(18.0, 20.0]","(20.0, 47.0]","(17.31, 20.0]","(-0.001, 15.0]","(11.066, 15.0]","(-0.001, 5.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(15.0, 20.0]","(20.0, 47.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(-0.001, 5.0]","(6.0, 7.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(7.0, 8.0]","(5.0, 6.0]","(8.0, 10.0]","(6.0, 7.0]","(9.0, 10.0]","(5.0, 7.0]","(3.0, 5.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(1.0, 3.0]","(5.0, 7.0]","(0.999, 7.0]","(3.0, 5.0]","(0.999, 5.0]","(1.999, 7.0]","(0.999, 5.0]","(0.999, 7.0]","(0.999, 3.0]","(5.0, 7.0]","(0.13, 0.31]","(6.0, 7.0]","(3.0, 5.0]","(3.0, 5.0]",0.0,0
