,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
2808,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[2-3],[6-10],[6-10],[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[5-6]
2809,female,european/caucasian-american,asian/pacific islander/asian-american,business,1.0,0,[0-1],[6-10],[6-10],[0-15],[16-20],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[0-4]
2810,female,european/caucasian-american,european/caucasian-american,business,1.0,0,[0-1],[6-10],[6-10],[0-15],[16-20],[16-20],[21-100],[0-15],[16-20],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[-1-0],[0-4],[0-3],[0-2],[6-8],[0-4]
2811,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[6-10],[6-10],[21-100],[16-20],[21-100],[0-15],[0-15],[21-100],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[-1-0],[0-4],[0-3],[0-2],[9-10],[7-10]
2812,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[2-3],[6-10],[6-10],[21-100],[0-15],[21-100],[0-15],[16-20],[21-100],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[9-10],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[7-10]
2813,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[9-10],[5-6]
2814,female,european/caucasian-american,other,business,0.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[7-10]
2815,female,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
2816,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[6-10],[6-10],[0-15],[16-20],[21-100],[16-20],[0-15],[21-100],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[0-5],[5-6]
2817,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[2-3],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
2818,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[4-6],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[0-5],[5-6]
2819,female,european/caucasian-american,latino/hispanic american,business,1.0,0,[2-3],[6-10],[6-10],[0-15],[0-15],[0-15],[0-15],[21-100],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[9-10],[7-10]
2820,female,european/caucasian-american,european/caucasian-american,business,1.0,0,[2-3],[6-10],[6-10],[21-100],[16-20],[16-20],[21-100],[0-15],[0-15],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[0-4]
2821,female,european/caucasian-american,european/caucasian-american,business,1.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
2822,female,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[6-10],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[-1-0],[0-4],[0-3],[0-2],[0-5],[7-10]
2823,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[2-3],[6-10],[6-10],[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
2824,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[7-37],[6-10],[6-10],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
2825,female,european/caucasian-american,latino/hispanic american,business,0.0,0,[4-6],[6-10],[6-10],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
2826,female,european/caucasian-american,european/caucasian-american,business,0.0,0,[4-6],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
2848,female,black/african american,european/caucasian-american,public administration,0.0,0,[7-37],[2-5],[2-5],[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[-1-0],[5-6],[0-3],[3-5],[0-5],[0-4]
2849,female,black/african american,asian/pacific islander/asian-american,public administration,0.0,0,[4-6],[2-5],[2-5],[0-15],[16-20],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
2850,female,black/african american,european/caucasian-american,public administration,0.0,0,[4-6],[2-5],[2-5],[0-15],[16-20],[16-20],[21-100],[0-15],[16-20],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
2851,female,black/african american,european/caucasian-american,public administration,0.0,0,[4-6],[2-5],[2-5],[21-100],[16-20],[21-100],[0-15],[0-15],[21-100],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
2852,female,black/african american,european/caucasian-american,public administration,0.0,1,[7-37],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[16-20],[21-100],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
2854,female,black/african american,other,public administration,1.0,1,[4-6],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[9-10],[7-10]
2855,female,black/african american,asian/pacific islander/asian-american,public administration,0.0,1,[4-6],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
2856,female,black/african american,european/caucasian-american,public administration,0.0,0,[4-6],[2-5],[2-5],[0-15],[16-20],[21-100],[16-20],[0-15],[21-100],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
2857,female,black/african american,european/caucasian-american,public administration,0.0,1,[2-3],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
2858,female,black/african american,european/caucasian-american,public administration,0.0,1,[0-1],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
2859,female,black/african american,latino/hispanic american,public administration,0.0,1,[2-3],[2-5],[2-5],[0-15],[0-15],[0-15],[0-15],[21-100],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
2860,female,black/african american,european/caucasian-american,public administration,0.0,0,[7-37],[2-5],[2-5],[21-100],[16-20],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
2861,female,black/african american,european/caucasian-american,public administration,0.0,0,[4-6],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
2862,female,black/african american,asian/pacific islander/asian-american,public administration,0.0,0,[7-37],[2-5],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
2863,female,black/african american,european/caucasian-american,public administration,0.0,0,[2-3],[2-5],[2-5],[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
2864,female,black/african american,european/caucasian-american,public administration,0.0,1,[7-37],[2-5],[2-5],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
2865,female,black/african american,latino/hispanic american,public administration,0.0,0,[0-1],[2-5],[2-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[7-10]
2929,female,european/caucasian-american,asian/pacific islander/asian-american,ecology,0.0,1,[2-3],[6-10],[2-5],[0-15],[16-20],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[6-8],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[5-6]
2941,female,european/caucasian-american,european/caucasian-american,ecology,0.0,0,[2-3],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[0-5],[0-5],[9-10],[0-5],[9-10],[6-8],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
2948,female,european/caucasian-american,european/caucasian-american,international affairs,0.0,0,[4-6],[6-10],[0-1],[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[-1-0],[5-6],[0-3],[0-2],[6-8],[5-6]
2949,female,european/caucasian-american,asian/pacific islander/asian-american,international affairs,0.0,0,[2-3],[6-10],[0-1],[0-15],[16-20],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
2950,female,european/caucasian-american,european/caucasian-american,international affairs,0.0,0,[0-1],[6-10],[0-1],[0-15],[16-20],[16-20],[21-100],[0-15],[16-20],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0.33-1],[5-6],[0-3],[0-2],[6-8],[7-10]
2951,female,european/caucasian-american,european/caucasian-american,international affairs,0.0,0,[2-3],[6-10],[0-1],[21-100],[16-20],[21-100],[0-15],[0-15],[21-100],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[9-10],[0-5],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0-0.33],[5-6],[0-3],[0-2],[0-5],[5-6]
2952,female,european/caucasian-american,european/caucasian-american,international affairs,0.0,0,[4-6],[6-10],[0-1],[21-100],[0-15],[21-100],[0-15],[16-20],[21-100],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[9-10],[0-5],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[-1-0],[5-6],[0-3],[0-2],[0-5],[5-6]
