,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
481,0,2,female,23,25,2,[2-3],black/african american,asian/pacific islander/asian-american,0,8,1,[6-10],[0-1],law,20,20,20,20,5,15,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],8,7,7,8,8,4,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,2,7,8,8,[6-8],[0-5],[6-8],[6-8],[6-8],9,9,9,8,5,3,[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],-0.36,[-1-0],2,12,3,[0-4],[10-20],[3-5],7,2,[6-8],[0-4],0,1,1,1
483,0,2,female,23,23,0,[0-1],black/african american,european/caucasian-american,0,8,1,[6-10],[0-1],law,25,10,35,15,0,15,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],6,8,8,6,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,2,7,8,8,[6-8],[0-5],[6-8],[6-8],[6-8],8,7,9,8,8,3,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],-0.3,[-1-0],2,12,3,[0-4],[10-20],[3-5],7,1,[6-8],[0-4],1,0,0,0
484,0,2,female,23,21,2,[2-3],black/african american,european/caucasian-american,0,8,1,[6-10],[0-1],law,15,20,15,30,5,15,[0-15],[16-20],[0-15],[21-100],[0-15],[0-15],7,7,7,7,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,2,7,8,8,[6-8],[0-5],[6-8],[6-8],[6-8],2,9,9,3,8,3,[0-5],[9-10],[9-10],[0-5],[6-8],[0-5],7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],0.32,[0-0.33],2,12,3,[0-4],[10-20],[3-5],6,2,[6-8],[0-4],0,0,0,0
485,0,2,female,23,28,5,[4-6],black/african american,european/caucasian-american,0,8,1,[6-10],[0-1],law,40,15,20,10,5,10,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],6,9,9,8,9,6,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,2,7,8,8,[6-8],[0-5],[6-8],[6-8],[6-8],3,9,9,3,9,5,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],0.22,[0-0.33],2,12,3,[0-4],[10-20],[3-5],2,1,[0-5],[0-4],0,0,0,0
486,0,2,female,23,28,5,[4-6],black/african american,european/caucasian-american,0,8,1,[6-10],[0-1],law,40,20,20,20,0,0,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],6,8,9,7,8,6,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,2,7,8,8,[6-8],[0-5],[6-8],[6-8],[6-8],3,9,9,5,9,5,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],0.11,[0-0.33],2,12,3,[0-4],[10-20],[3-5],5,1,[0-5],[0-4],0,0,0,0
487,0,2,female,23,23,0,[0-1],black/african american,black/african american,1,8,1,[6-10],[0-1],law,20,25,25,10,10,10,[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],8,10,10,10,10,10,[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,2,7,8,8,[6-8],[0-5],[6-8],[6-8],[6-8],8,8,8,8,9,8,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],0.11,[0-0.33],2,12,3,[0-4],[10-20],[3-5],9,6,[9-10],[5-6],1,1,1,1
488,0,2,female,24,25,1,[0-1],latino/hispanic american,asian/pacific islander/asian-american,0,6,4,[6-10],[2-5],law,25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,9,10,4,4,[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,9,6,8,7,[6-8],[9-10],[6-8],[6-8],[6-8],6,7,9,9,9,8,[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.07,[0-0.33],2,5,3,[0-4],[4-9],[3-5],7,6,[6-8],[5-6],0,1,0,0
491,0,2,female,24,24,0,[0-1],latino/hispanic american,european/caucasian-american,0,6,4,[6-10],[2-5],law,25,35,30,10,0,0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],3,7,7,7,5,3,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,9,6,8,7,[6-8],[9-10],[6-8],[6-8],[6-8],7,9,8,7,6,5,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.23,[-1-0],2,5,3,[0-4],[4-9],[3-5],8,7,[6-8],[7-10],0,1,0,0
492,0,2,female,24,24,0,[0-1],latino/hispanic american,european/caucasian-american,0,6,4,[6-10],[2-5],law,25,15,25,25,15,15,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],8,5,5,5,5,4,[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,9,6,8,7,[6-8],[9-10],[6-8],[6-8],[6-8],4,7,7,4,5,1,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.01,[-1-0],2,5,3,[0-4],[4-9],[3-5],2,1,[0-5],[0-4],0,0,1,0
493,0,2,female,24,28,4,[4-6],latino/hispanic american,european/caucasian-american,0,6,4,[6-10],[2-5],law,25,15,25,15,0,20,[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],5,7,5,5,6,5,[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,9,6,8,7,[6-8],[9-10],[6-8],[6-8],[6-8],4,5,7,1,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.08,[-1-0],2,5,3,[0-4],[4-9],[3-5],5,1,[0-5],[0-4],0,0,0,0
495,0,2,female,24,30,6,[4-6],latino/hispanic american,european/caucasian-american,0,6,4,[6-10],[2-5],law,20,20,25,25,5,5,[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],3,7,6,5,5,6,[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,9,6,8,7,[6-8],[9-10],[6-8],[6-8],[6-8],5,5,8,8,5,7,[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.12,[0-0.33],2,5,3,[0-4],[4-9],[3-5],7,5,[6-8],[5-6],0,1,1,1
496,0,2,female,24,22,2,[2-3],latino/hispanic american,european/caucasian-american,0,6,4,[6-10],[2-5],law,30,15,25,25,5,0,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],3,5,5,6,5,3,[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,9,6,8,7,[6-8],[9-10],[6-8],[6-8],[6-8],8,5,6,7,5,5,[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.5,[0.33-1],2,5,3,[0-4],[4-9],[3-5],7,3,[6-8],[0-4],0,1,0,0
504,0,2,male,25,21,4,[4-6],asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9,6,[6-10],[6-10],operations research,12,18,20,16,16,18,[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],6,8,7,9,5,7,[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],3,10,10,6,4,7,[0-5],[9-10],[9-10],[6-8],[0-5],[6-8],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.23,[-1-0],3,2,0,[0-4],[0-3],[0-2],4,1,[0-5],[0-4],0,0,0,0
505,0,2,male,25,27,2,[2-3],asian/pacific islander/asian-american,black/african american,0,9,6,[6-10],[6-10],operations research,20,20,20,10,10,20,[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],5,7,7,6,7,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],4,10,8,8,6,4,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],0.29,[0-0.33],3,2,0,[0-4],[0-3],[0-2],3,1,[0-5],[0-4],0,0,0,0
506,0,2,male,25,21,4,[4-6],asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9,6,[6-10],[6-10],operations research,10,20,40,10,10,10,[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],5,7,6,6,6,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],5,4,3,7,4,3,[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],0.22,[0-0.33],3,2,0,[0-4],[0-3],[0-2],1,1,[0-5],[0-4],0,0,1,0
508,0,2,male,25,25,0,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,20,20,15,15,15,15,[16-20],[16-20],[0-15],[0-15],[0-15],[0-15],7,8,9,6,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],8,10,9,9,8,4,[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.12,[-1-0],3,2,0,[0-4],[0-3],[0-2],3,1,[0-5],[0-4],0,0,0,0
509,0,2,male,25,23,2,[2-3],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],2,5,5,3,5,2,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],8,9,9,8,7,4,[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.38,[-1-0],3,2,0,[0-4],[0-3],[0-2],3,1,[0-5],[0-4],0,0,0,0
513,0,2,male,25,23,2,[2-3],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,10,20,20,20,20,10,[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],3,6,6,5,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],6,6,8,7,8,4,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],0.19,[0-0.33],3,2,0,[0-4],[0-3],[0-2],2,1,[0-5],[0-4],0,0,0,0
514,0,2,male,25,24,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,35,10,20,20,10,5,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],4,6,6,6,6,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],7,5,4,4,8,3,[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.19,[-1-0],3,2,0,[0-4],[0-3],[0-2],2,1,[0-5],[0-4],0,0,0,0
516,0,2,male,25,30,5,[4-6],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,30,20,30,10,0,10,[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],6,8,7,10,7,4,[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],6,10,10,8,5,3,[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.29,[-1-0],3,2,0,[0-4],[0-3],[0-2],6,1,[6-8],[0-4],0,0,1,0
518,0,2,male,25,25,0,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,20,23,23,22,7,5,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],6,8,9,7,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],5,6,6,5,7,3,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.25,[-1-0],3,2,0,[0-4],[0-3],[0-2],3,1,[0-5],[0-4],0,0,1,0
519,0,2,male,25,26,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,20,25,20,15,15,5,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],2,5,2,3,1,3,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],5,8,9,7,8,4,[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.04,[-1-0],3,2,0,[0-4],[0-3],[0-2],3,2,[0-5],[0-4],0,0,0,0
520,0,2,male,25,27,2,[2-3],asian/pacific islander/asian-american,european/caucasian-american,0,9,6,[6-10],[6-10],operations research,10,10,30,25,10,15,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],2,4,5,4,4,3,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],4,6,8,7,6,3,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],0.13,[0-0.33],3,2,0,[0-4],[0-3],[0-2],1,1,[0-5],[0-4],0,0,0,0
521,0,2,male,25,23,2,[2-3],asian/pacific islander/asian-american,black/african american,0,9,6,[6-10],[6-10],operations research,50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],2,8,10,3,10,3,[0-5],[6-8],[9-10],[0-5],[9-10],[0-5],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],8,9,10,9,10,7,[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],-0.15,[-1-0],3,2,0,[0-4],[0-3],[0-2],3,1,[0-5],[0-4],0,0,0,0
522,0,2,male,25,24,1,[0-1],asian/pacific islander/asian-american,latino/hispanic american,0,9,6,[6-10],[6-10],operations research,20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],6,7,9,9,9,8,[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],25,20,25,20,10,0,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],3,10,8,9,5,[0-5],[9-10],[6-8],[9-10],[0-5],3,10,9,10,4,4,[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],0.07,[0-0.33],3,2,0,[0-4],[0-3],[0-2],3,1,[0-5],[0-4],0,0,1,0
542,0,2,male,23,21,2,[2-3],asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,6,[0-1],[6-10],mechanical engineering,12,18,20,16,16,18,[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],8,9,8,8,7,6,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,10,9,5,9,2,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.46,[0.33-1],6,3,1,[5-6],[0-3],[0-2],6,7,[6-8],[7-10],0,0,1,0
543,0,2,male,23,27,4,[4-6],asian/pacific islander/asian-american,black/african american,0,1,6,[0-1],[6-10],mechanical engineering,20,20,20,10,10,20,[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],5,6,6,5,6,3,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,6,8,5,5,1,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.44,[0.33-1],6,3,1,[5-6],[0-3],[0-2],2,1,[0-5],[0-4],0,0,0,0
554,0,2,male,23,30,7,[7-37],asian/pacific islander/asian-american,european/caucasian-american,0,1,6,[0-1],[6-10],mechanical engineering,30,20,30,10,0,10,[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],6,8,6,6,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],6,10,10,8,10,6,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.77,[0.33-1],6,3,1,[5-6],[0-3],[0-2],6,2,[6-8],[0-4],0,0,0,0
555,0,2,male,23,21,2,[2-3],asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,6,[0-1],[6-10],mechanical engineering,30,5,30,15,15,5,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],5,4,5,6,7,6,[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],6,9,7,6,6,3,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.35,[0.33-1],6,3,1,[5-6],[0-3],[0-2],5,6,[0-5],[5-6],0,0,0,0
556,0,2,male,23,25,2,[2-3],asian/pacific islander/asian-american,european/caucasian-american,0,1,6,[0-1],[6-10],mechanical engineering,20,23,23,22,7,5,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],6,8,9,8,7,9,[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,8,7,7,10,4,[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.19,[0-0.33],6,3,1,[5-6],[0-3],[0-2],4,1,[0-5],[0-4],0,0,0,0
